title,text,subject,date
"Congressional Republicans want to talk Tehran, not Trump","WASHINGTON (Reuters) - Republican U.S. congressional candidates worried that Donald Trump’s struggling White House bid will damage them too have seized on one of President Barack Obama’s signature foreign policy initiatives to try to ward off Democrats in the Nov 8 elections. With control of the Senate and perhaps even the House of Representatives in the balance, millions of dollars has been spent on campaign advertisements criticizing last year’s Iran nuclear pact, even in districts where foreign affairs generally are not a top concern. Although Iran is unlikely to be most voters’ main reason for choosing a candidate, strategists said the money could be well spent.  Iran provides a distraction for Republicans concerned that the unpopularity of Trump — whose poll numbers are dropping as he fights off several allegations that he groped women — could also sink party members further down the ballot. One typical ad, for Iowa Republican Representative Rod Blum, uses apocalyptic imagery to tie Democratic challenger Monica Vernon to the Iran agreement. “Would you give billions to an Islamic Republic that burns our flag and chants ‘Death to America?’ Monica Vernon would,” a male voice thunders over a video montage of marching troops, nuclear weapons and protesters burning U.S. flags. Vernon, a member of the Cedar Rapids City Council, has voiced support for the nuclear deal. Blum’s spot is similar to dozens rolled out on behalf of Republican candidates who argue that America’s influence is weaker because of Obama and by extension Hillary Clinton, his former secretary of state who is now the Democratic presidential nominee.         “Iran is a piece of the national security anxiety people feel,” Republican strategist Matt Mackowiak said. “Foreign policy’s really complicated. Average voters don’t understand it, don’t follow it closely, but they know what bad foreign policy looks like.” The agreement between Iran, the United States and other world powers curbs Tehran’s nuclear program in exchange for sanctions relief and the release of frozen Iranian assets. Trump frequently criticizes the accord and promises to make much better deals, based on his business experience, if he wins the White House. The real estate magnate has hammered the Iran pact in both of his presidential debates with Clinton and it is likely to come up at Wednesday’s third debate in Nevada. Reuters/Ipsos polling in May showed Americans preferred Republicans’ plans for dealing with Iran by 37 percent versus 21.9 percent for the Democrats’. Every Republican in Congress opposed the Iran breakthrough. Many worried that Obama gave up too much to a country that sponsors terrorism and threatens Israel. The issue has become more politicized recently, as congressional Republicans denounced the release of cash to Iran as a “ransom” payment and charged that huge Boeing Co and Airbus contracts to sell Iran jetliners could support terrorism. In the race for a U.S. Senate seat in North Carolina on Nov. 8, a conservative spending group spent $1 million on advertising attacking Deborah Ross, the Democrat running against incumbent Senator Richard Burr, over the Iran deal. Israel also opposed the Iran accord, as did AIPAC, the main U.S. pro-Israel lobby group. Support for Israel is important to voters, especially evangelical Christians who are a wellspring of Republican support. There is more election advertising opposing the Iran deal than supporting it, but there is some backing for it. J Street, a smaller liberal pro-Israel group, spent $500,000 on advertising attacking Republican Senators Patrick Toomey and Ron Johnson, in tight re-election races in Democratic-leaning Pennsylvania and Wisconsin, for opposing the Iran pact.     ",politicsNews,18-Oct-16
"EU to press May at summit, UK dismisses Brexit offer talk","GOTHENBURG, Sweden (Reuters) - European Union leaders will press Theresa May to meet their conditions soon for launching post-Brexit trade talks when she holds talks on the sidelines of a summit in Sweden on Friday, EU officials said. The British prime minister dismissed via a spokesman a report on Thursday that she was ready to raise her offer of cash to settle London s obligations to the Union on leaving but a top EU lawmaker said he came away from a meeting with May in London optimistic that Britain was moving towards a deal with Brussels. At the Gothenburg talks devoted to labor and social reform, May will have a chance to speak to her peers on the sidelines   though German Chancellor Angela Merkel will skip the event. A key moment may be May s meeting before lunch with Donald Tusk, the summit chair who is overseeing the withdrawal process. Tusk will remind May, according to an EU source, that  time is short  to deliver on hopes raised at an EU summit in October that sufficient progress would be made toward agreeing divorce terms this month that leaders would give a green light in mid-December to opening talks on the future relationship. The Union s chief negotiator, Michel Barnier, has said he needs to hear more from Britain on three key divorce conditions, including the financial settlement, by the start of next month if the EU is to be in a position for all 27 other national leaders to trigger the second phase at a summit on Dec. 14-15. EU officials have begun internal preparations to be able to launch trade negotiations after the summit, the source noted, but added:  Tusk will inform May that such a positive scenario is not a given, will require more work and that time is short.   And he will ask May how the UK plans to progress on the three key issues for Phase One.  May s spokesman described as  speculation  a newspaper report that she was planning to spend another 20 billion pounds (26 billion euros) to settle EU demands for Britain to pay its share of spending the EU has already agreed during British membership but will not actually pay out until after it leaves.  I would say it is yet more speculation,  he said.  We want to make progress as quickly as possible and we want to move onto talks about the future relationship as quickly as possible.  A further 26 billion euros would go a long way to meeting a demand that Brussels has put at around 60 billion euros. That is because May has already asked for a two-year transition period after Brexit in March 2019. That would bring in some 20 billion euros as Britain would go on contributing to the budget to retain its full membership of the European single market. A Merkel ally in Brussels, Manfred Weber, the German leader of the center-right bloc in the European Parliament, struck a notably upbeat tone after meeting May and other key British ministers in London on Tuesday. While insisting he had not heard concrete new proposals   that is not his role   he came away believing the British wanted to move toward a divorce deal.  My main message is I am more optimistic,  he told reporters.  There is progress.  As well as the Brexit  bill , Brussels also wants Britain to offer more in the way of rights for EU citizens living there and ensuring that its border with Ireland will remain unobstructed while also not creating a loophole in EU customs arrangements. ",worldnews,16-Nov-17
Infrastructure would be popular bipartisan step for Clinton: Hennessey,"NEW YORK (Reuters) - Democrat Hillary Clinton as president will have no policy mandate, even if elected by a wide margin, and would be wise to court Congress for an easy win on a big-dollar infrastructure bill, an economic aide to former Republican President George W. Bush said. Keith Hennessey, a former director of the White House National Economic Council and now professor at the Stanford Graduate Business School, joined the Global Markets Forum on Tuesday as Americans voted on a new president for the next four years. Clinton led Republican candidate Donald Trump, 44 percent to 39 percent, in the last Reuters/Ipsos national tracking poll before Election Day. Here are excerpts from the conversation with Hennessey. Question: You see Hillary Clinton possibly scoring an outsized victory over Donald Trump in Electoral College votes. So why wouldn’t that be a mandate for her policies? Answer: I’m sure her team will want to claim a mandate, especially if the (Electoral College vote) is high. But this has been a near-zero policy election, so it’s super hard to make that case with a straight face. Q: There is wide agreement America needs to spend much more on highways, transport, airports and other fundamentals of modern society. How should a President Clinton go about securing that? A: She makes phone calls to (Congressional Republican leaders Paul) Ryan and (Mitch) McConnell. She invites our members to the White House to meet her. She engages with them, asks them what’s important to them, and listens. She could do an infrastructure bill first. That has potential to be an easy bipartisan win. Q: What do you expect Clinton’s economic agenda to look like? A: She has taken an Obama-like position on debt: I’m not prioritizing decreasing it, I’m not prioritizing slowing the growth of it. But I’m going to “pay for” all my new spending so my new proposals won’t make the current policy path worse. If Clinton wins the White House, I expect at most only relative modest moves on fiscal policy (probably +/- <= 1% of GDP in the short run). Nothing like the 2009 initial Obama fiscal stimulus. If that’s right, I assume the Fed stays on its current track on monetary policy. ",politicsNews,8-Nov-16
Algeria says Jerusalem announcement 'blatant violation' of U.N. resolutions,"TUNIS (Reuters) - Algeria is deeply concerned about a U.S. decision to recognize Jerusalem as Israel s capital, saying it was a blatant violation of U.N. Security Council resolutions, state news agency APS said on Wednesday.  Algeria learned with deep concern about the U.S administration s decision to recognize Jerusalem as capital Israel s,  APS said, quoting a foreign ministry statement. ",worldnews,6-Dec-17
Twenty-two million Americans would lose health coverage under Senate bill: CBO,"WASHINGTON (Reuters) - Twenty-two million Americans would lose their health insurance coverage over the next decade under draft legislation unveiled by Senate Republicans last week, the non-partisan Congressional Budget Office said on Monday. By comparison, the CBO had earlier estimated that similar legislation passed by the House of Representatives would cause 23 million Americans to lose coverage by 2026.  In an analysis of the Senate draft, the CBO said the number of Americans who would be uninsured by 2026 under the Senate bill would be 49 million. That compares with its estimate of 51 million under the House bill and 28 million under current law. ",politicsNews,26-Jun-17
Lawyers evasive about ex-U.S. House speaker's alleged sex abuse,"(Reuters) - Former U.S. House Speaker Dennis Hastert’s lawyers declined on Saturday to directly address sexual abuse allegations from federal prosecutors, who asserted that he molested at least four boys decades ago when he served as a high school wrestling coach. Hastert, 74, faces a maximum penalty of five years in prison when sentenced later this month for his guilty plea in October to a federal charge of illegally structuring large bank withdrawals in small increments to evade currency-reporting rules. As part of that plea, the former Republican speaker of the House of Representatives admitted paying $1.7 million in cash to someone he had known for decades as hush money and compensation for unspecified wrongdoing toward that individual. Until this week, neither defense lawyers nor prosecutors had stepped forward to publicly reveal the underlying misconduct at issue. That changed on Friday, when prosecutors alleged in a court filing that Hastert had sexually abused at least four boys on the wrestling team he coached during his time as a teacher at Yorkville High School in the 1960s and ‘70s. Providing details of the alleged abuse, some of them quite graphic,  the prosecutors said Hastert offered massages to students in a locker room, where he had set up an easy chair in view of the boys’ shower, and inappropriately touched some of the students. They also cited an alleged incident that occurred during a wrestling trip in a motel room. Although statutes of limitations bar sexual abuse charges against Hastert, “with this case the government seeks to hold defendant accountable for the crimes he committed that can still be prosecuted,” the court filing said. Asked by Reuters if Hastert or his lawyers would comment on the court filing, a pre-sentencing memorandum, Hastert attorney Thomas Green issued a statement that neither confirmed nor denied the allegations. Hastert “acknowledges that as a young man he committed transgressions for which he is profoundly sorry,” the statement said. “He earnestly apologizes to his former students, family, friends, previous constituents and all others affected by the harm his actions have caused.” The wording closely mirrored a similar expression of remorse contained in a pre-sentencing memo filed by the defense earlier this week. It differed, however, in expressly mentioning “former students.” The defense has asked the federal judge in the case to spare Hastert prison time, citing his deteriorating health, his remorse and years he “dedicated to public service.” Prosecutors have recommended a prison term of no more than six months.  Sentencing is scheduled for April 27. ",politicsNews,9-Apr-16
Russia condemns North Korea nuclear tests: agencies,"MOSCOW (Reuters) - Moscow condemns North Korea s nuclear tests and calls on North Korea and the international community to comply with all U.N. resolutions, Russian news agencies quoted the speaker of the Russian parliament s upper house as saying on Monday.  Valentina Matvienko s comments came at a meeting with a South Korean parliamentary delegation in St Petersburg. Russia has been trying, so far unsuccessfully, to persuade the delegations of North and South Korea to hold direct talks.  ",worldnews,16-Oct-17
Kenyan President Kenyatta wins 98 percent of vote in repeat election,"NAIROBI (Reuters) - Kenya s incumbent President Uhuru Kenyatta won 98 percent of the vote in a repeated election in which an opposition boycott helped lower turnout to 39 percent, the electoral commission said on Monday. The announcement touched off small protests in a few opposition strongholds but also celebrations in pro-Kenyatta areas. Veteran opposition leader Raila Odinga said the Oct. 26 election was a farce. Civil society groups also cited problems with the vote. The violence has for the most part seen protesters clash with police but some Kenyans fear it is starting to take on ethnic overtones after two deaths in clashes between rival groups at the weekend. At least 66 people have died in overall election violence. On Monday, the U.S. ambassador said Washington was  profoundly concerned  by the outbreaks of violence since the re-run. Kenya is east Africa s richest economy and a key security ally of the West against militant Islam. It also a key regional trade, logistics and trade hub. In his victory speech, Kenyatta repeated his belief that his victory in the original Aug. 8 election was legitimate and said dialogue would have to wait if the opposition was going to lodge court cases again. The Supreme Court nullified the Aug. 8 vote on procedural grounds.  My victory today is just part of a process that is likely to once again be subjected to a constitutional test through our courts ... I will submit to this constitutional path regardless of the outcome,  Kenyatta said.   Those who are going to ask me:  Are you going to engage in dialogue?  ... Let them (the opposition) first and foremost exhaust all their constitutional options.   Kenyatta took 98 percent of the vote, results from 266 out of 291 constituencies showed. The electoral commission said 7,616,217 valid votes were cast, representing 39 percent of the 19.6 million registered voters.  Protests by Odinga s supporters prevented polling stations from opening in 25 constituencies.  The election commission said poor security prevented voting in those areas but the final announcement could go ahead as it would not  materially affect  the result.  In the pro-Kenyatta area of Dagoretti North in Nairobi, cars honked and crowds of supporters in red T-shirts ran through the streets.   I m so happy the president has got his seat back,  said Peterson Njau.  Now the economy is going to lift up again.   Another resident, Kennedy Okeyo, said he cared more about football than politics but that ethnic clashes in his home this weekend had unnerved him.   You can t get to work, and even if you get to work, you can get attacked because of who you are,  he said.  But just down the road in Nairobi s Kawangware slum, around 100 youths listening to the results on mobile phones chanted  No Raila No Peace . They lit a bonfire in the middle of the street and began taunting riot police with cries of  the people want teargas .  Earlier, police dispersed protesters there with teargas when they tried to block a visit by Interior Minister Fred Matiang i. Another Nairobi shanty town, Mathare, the scene of deadly clashes between police and protesters immediately after the August vote, was largely calm although a handful of protesters lit a small fire.  And in the western city of Kisumu, Odinga s political heartland, around 50 youths began to block the road at the Kondele roundabout, the epicenter of protests, while others banged metal poles together. But the protest was small.   What can I do? They ve already announced it. Even if I burn tires, nothing will change,  said 25-year-old laborer Kennedy Omondi as he watched young men set a barricade alight.  Odinga pulled out of last week s vote, saying the electoral commission had failed to institute reforms to forestall the kind of  illegalities and irregularities  that scuppered Kenyatta s victory in the August election.  Kura Yangu Sauti Yangu, a coalition of civil society organizations with 2,000 election observers, said there were  multiple  cases where results from polling stations differed from results on the forms posted on the election portal after last week s vote.  In a report, they supplied a photo taken by their observers of the tally sheet for Bashaal market center in Garissa. It showed 133 votes for Kenyatta while the form displayed online showed 433 votes. Another form posted on the election website, from Tumbeni primary school in Kakamega, showed four votes for Odinga and two for another minor candidate but recorded the total number of votes cast was 77 votes cast.  ",worldnews,30-Oct-17
U.S. condemns Venezuelan elections as neither free nor fair,"WASHINGTON (Reuters) - The United States on Monday condemned Venezuela’s weekend gubernatorial elections as neither free nor fair and vowed to use its economic and diplomatic power to support Venezuelans in restoring democracy in the oil-exporting nation. “We condemn the lack of free and fair elections yesterday in Venezuela. The voice of the Venezuelan people was not heard,” State Department spokeswoman Heather Nauert said in a statement. “As long as the (Venezuelan President Nicolas) Maduro regime conducts itself as an authoritarian dictatorship, we will work with members of the international community and bring the full weight of American economic and diplomatic power to bear in support of the Venezuelan people as they seek to restore their democracy.” ",politicsNews,16-Oct-17
"In Trump travel ban fight, Justice Kennedy's 2015 opinion looms large","WASHINGTON (Reuters) - Justice Anthony Kennedy’s legal reasoning in a 2015 immigration case suggests the U.S. Supreme Court’s frequent swing vote would be skeptical of President Donald Trump’s travel ban on people from seven Muslim-majority countries. The little-noticed case involved an Afghan-born naturalized U.S. citizen named Fauzia Din who argued she had the right for a full explanation from the U.S. government as to why her Afghan husband was denied entry. The justices ruled 5-4 against her.  Kennedy wrote in a concurring opinion that in some circumstances the U.S. government’s motives in denying someone entry could be subject to legal review.  In their lawsuit challenging Trump’s Jan. 27 ban, the states of Washington and Minnesota cited Kennedy’s opinion. Lower courts have temporarily blocked the ban, but the administration may ask the Supreme Court to revive it. Trump’s executive order barred entry for citizens from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen for 90 days and imposed a 120-day halt on all refugees, except refugees from Syria who are barred indefinitely. Curbing entry to the United States as a national security measure was a central premise of Trump’s 2016 presidential campaign, originally proposed as a temporary ban on all Muslims. He has voiced frustration at the legal challenge to his order. Washington and Minnesota argued that Trump’s order violated the U.S. Constitution by discriminating against Muslims. Trump during the presidential campaign called for a “total and complete shutdown of Muslims entering the United States.” In the 2015 case, Din, who lives in Fremont, California, sued the U.S. government after her husband, Afghan citizen Kanishka Berashk, was denied a visa in 2009. She objected to the government’s visa denial under a law giving consular officials wide discretion to bar people linked to “terrorist activities.” The high court’s ruling overturned a 9th U.S. Circuit Court of Appeals decision that said Din was right to insist the government give her more information about the visa denial. Kennedy’s opinion suggested he could be willing to dig into the Trump administration’s rationale for the order, said Mark Haddad, the Los Angeles-based lawyer who represented Din in the 2015 case.  “The ostensible reason for the travel ban is security but that’s not a good faith concern if the underlying reason is religious animus,” Haddad said.  Kennedy’s opinion showed he is “not prepared to give complete and total deference to the executive branch in the enforcement of immigration laws,” Haddad added. Samuel Alito, one of the court’s most conservative justices, signed onto Kennedy’s opinion. In total, six of the current eight justices suggested in that 2015 case that the government was not immune from scrutiny over immigration-related decisions if there was evidence of a questionable motive. The case brought by Washington and Minnesota, or one of several similar disputes around the country, could reach the high court quickly in the wake of Thursday’s decision by a three-judge panel of the San Francisco-based 9th Circuit upholding a Seattle district judge’s decision to block Trump’s order. The Trump administration would need to win the support of five of the current eight justices to reinstate the order while litigation over the legality of the directive continues. It could also seek to end the litigation by issuing a new order.  Neil Gorsuch, Trump’s nominee to fill a lingering vacancy, is awaiting Senate confirmation hearings and is unlikely to be seated on the court for at least two months. The 2015 case, called Kerry v. Din, was cited both by the challenging states and the Trump administration in their court fight. Washington state’s lawyers argued Kennedy’s opinion showed that courts must look at what motivated the government’s decision beyond the words that appear in the order itself. They cited the previous comments by Trump and others expressing a desire to keep Muslims from entering the United States. The administration noted in court papers Kennedy also made it clear that the government is entitled to deference, especially on national security. Anil Kalhan, an immigration law professor at Drexel University’s Kline School of Law in Philadelphia, said there are multiple ways of interpreting Kennedy’s opinion, which could muddy the waters.  Kennedy’s opinion “doesn’t necessarily mean he would reach the same conclusion” on Trump’s ban, Kalhan said. In Tuesday’s 9th Circuit oral argument, administration lawyer August Flentje called the executive order “facially legitimate,” meaning there is no need for courts to inquire further into motive. Judge Michelle Friedland immediately pounced: “Haven’t there been allegations here of bad faith?” She said Kennedy’s opinion in the Din case as well as a 1972 Supreme Court ruling in a case with similar themes “envision that’s something we should look at.” The 1972 case involved professors objecting to the U.S. government’s decision not to allow a Marxist academic to speak at a Stanford University conference. The appeals court cited both cases in its Thursday ruling.",politicsNews,10-Feb-17
